id,name,affiliation,website
3610,"D. Burns","",""
3611,"D. Busch","",""
3612,"D. C. Anderson","",""
3613,"D. C. H. Yang","",""
3614,"D. C. King","",""
3615,"D. Chen","",""
3616,"D. D. Hearn","",""
3617,"D. Dewey","",""
3618,"D. Dikovsky","",""
3619,"D. E. Stewart","",""
3620,"D. Ekelschot","",""
3621,"D. F. Radcliffe","",""
3622,"D. Faguy","",""
3623,"D. Freedman","",""
3624,"D. G. Elms","",""
3625,"D. G. W. Ingram","",""
3626,"D. H. Kim","",""
3627,"D. Haumont","",""
3628,"D. I. Frush","",""
3629,"D. J. Antcliffe","",""
3630,"D. J. Batey","",""
3631,"D. J. Earl","",""
3632,"D. J. Fawcett","",""
3633,"D. J. Lehmann","",""
3634,"D. J. Littlewood","",""
3635,"D. J. Skyrme","",""
3636,"D. J. Stone","",""
3637,"D. J. T. Storry","",""
3638,"D. J. Walton","",""
3639,"D. J. Weir","",""
3640,"D. Jackson","",""
3641,"D. Jackél","",""
3642,"D. Johnson","",""
3643,"D. K. Pai","",""
3644,"D. Kang","",""
3645,"D. Keith Walters","",""
3646,"D. Kernohan","",""
3647,"D. Krishnan","",""
3648,"D. L. Bonner","",""
3649,"D. L. Fisher","",""
3650,"D. Laurent","",""
3651,"D. Lischinski","",""
3652,"D. Lord","",""
3653,"D. Louis Collins","",""
3654,"D. M. Espino","",""
3655,"D. M. Neto","",""
3656,"D. Michael Shook","",""
3657,"D. Molloy","",""
3658,"D. N. Moreton","",""
3659,"D. Nairn","",""
3660,"D. Nirel","",""
3661,"D. P. Anderson","",""
3662,"D. P. Vakharia","",""
3663,"D. Page Baluch","",""
3664,"D. Parsons","",""
3665,"D. Penna","",""
3666,"D. R. Gibson","",""
3667,"D. Rajan","",""
3668,"D. S. Fox","",""
3669,"D. S. Greenaway","",""
3670,"D. Satyanarayana Raju","",""
3671,"D. Schroeder","",""
3672,"D. Scott Dyer","",""
3673,"D. Scott Lind","",""
3674,"D. Shreiner","",""
3675,"D. Simmons","",""
3676,"D. Stuffer","",""
3677,"D. Thomas","",""
3678,"D. Thul","",""
3679,"D. Vassalos","",""
3680,"D. Vicini","",""
3681,"D. Wang","",""
3682,"D. Whelan","",""
3683,"D. Willey","",""
3684,"D. Wills","",""
3685,"D. Y. Montuno","",""
3686,"D. Y. Wang","",""
3687,"D. Y. Yang","",""
3688,"Da-Pan Chen","",""
3689,"Dacheng Tao","",""
3690,"Dae H. Kim","",""
3691,"Dae Hyun Kim","",""
3692,"Dae K. Jeon","",""
3693,"Dae Seoung Kim","",""
3694,"Dae-Eun Hyun","",""
3695,"Dae-Hyuck Chung","",""
3696,"Dae-Kwang Myung","",""
3697,"Dae-Youn Lee","",""
3698,"Daehyun Kim","",""
3699,"Daeun Kang","",""
3700,"Daeun Song","",""
3701,"Daewoon Kim","",""
3702,"Dagan Feng","",""
3703,"Dahlan Bin Abdul Ghani","",""
3704,"Dai Hanawa","",""
3705,"Dai Liu","",""
3706,"Daichi Hirono","",""
3707,"Daichi Ito","",""
3708,"Daiki Satoi","",""
3709,"Daiki Yamanaka","",""
3710,"Daisuke Iwai","",""
3711,"Daisuke Mashima","",""
3712,"Daisuke Sakamoto","",""
3713,"Daisuke Sakurai","",""
3714,"Daisuke Tasaki","",""
3715,"Dajian Liu","",""
3716,"Dale A. Lawrence","",""
3717,"Dale C. Sutcliffe","",""
3718,"Dale G. Streyle","",""
3719,"Dale Mountain","",""
3720,"Dale Southard","",""
3721,"Dale Vincent","",""
3722,"Dalibor Petkovic","",""
3723,"Daljit Singh Dhillon","",""
3724,"Damian J. Sheehy","",""
3725,"Damien Gauge","",""
3726,"Damien Marchal","",""
3727,"Damien Maupu","",""
3728,"Damien N. Berger","",""
3729,"Damien Rohmer","",""
3730,"Damien Touraine","",""
3731,"Daming Feng","",""
3732,"Damion Shelton","",""
3733,"Damir Vucina","",""
3734,"Damjan Strnad","",""
3735,"Dan A. Alcantara","",""
3736,"Dan Adams","",""
3737,"Dan Albocher","",""
3738,"Dan Andrei Calian","",""
3739,"Dan Arbuckle","",""
3740,"Dan B. Goldman","",""
3741,"Dan Baker","",""
3742,"Dan C. Cernea","",""
3743,"Dan Casas","",""
3744,"Dan Corr","",""
3745,"Dan Crisu","",""
3746,"Dan Dimerman","",""
3747,"Dan Dolonius","",""
3748,"Dan Field","",""
3749,"Dan Gerszewski","",""
3750,"Dan Gordon 0001","",""
3751,"Dan Halperin","",""
3752,"Dan Imre","",""
3753,"Dan Julius","",""
3754,"Dan Koschier","",""
3755,"Dan Lelescu","",""
3756,"Dan Li","",""
3757,"Dan Liu","",""
3758,"Dan Maljovec","",""
3759,"Dan Morris","",""
3760,"Dan Negrut","",""
3761,"Dan Opdyke","",""
3762,"Dan R. Lipsa","",""
3763,"Dan R. Olsen","",""
3764,"Dan R. Olsen Jr.","",""
3765,"Dan Rosenfeld","",""
3766,"Dan Sandin","",""
3767,"Dan Sheppard","",""
3768,"Dan Song","",""
3769,"Dan Su","",""
3770,"Dan Thoma","",""
3771,"Dan V. Iosifescu","",""
3772,"Dan Wang","",""
3773,"Dan Z. Reinstein","",""
3774,"Dan Zhao","",""
3775,"Dan-Yong Zhao","",""
3776,"Dana Batali","",""
3777,"Dana Cobzas","",""
3778,"Dana Higgins","",""
3779,"Dana S. Nau","",""
3780,"Danbo Lai","",""
3781,"Dandan Huang","",""
3782,"Dandelion Mané","",""
3783,"Dane M. Coffey","",""
3784,"Dang Tien Tran","",""
3785,"Dang Tuan Nhon","",""
3786,"Dang-Manh Nguyen","",""
3787,"Danhang Tang","",""
3788,"Dani Lischinski","",""
3789,"Dani Tost","",""
3790,"Daniel A. Chamovitz","",""
3791,"Daniel A. Keim","",""
3792,"Daniel A. Low","",""
3793,"Daniel A. Vaquero","",""
3794,"Daniel Acevedo Feliz","",""
3795,"Daniel Adams","",""
3796,"Daniel Afergan","",""
3797,"Daniel Amieiro","",""
3798,"Daniel Andersen","",""
3799,"Daniel Angus","",""
3800,"Daniel Anundi","",""
3801,"Daniel B. Carr","",""
3802,"Daniel Baum","",""
3803,"Daniel Beneito Brotons","",""
3804,"Daniel Berg","",""
3805,"Daniel Berjón","",""
3806,"Daniel Bernhard Fasnacht","",""
3807,"Daniel Bielser","",""
3808,"Daniel Borkin","",""
3809,"Daniel Brandes","",""
3810,"Daniel Brown","",""
3811,"Daniel Burkhart","",""
3812,"Daniel C. H. Yang","",""
3813,"Daniel C. Robbins","",""
3814,"Daniel Camozzato","",""
3815,"Daniel Cervone","",""
3816,"Daniel Cohen","",""
3817,"Daniel Cohen-Or","",""
3818,"Daniel Cornel","",""
3819,"Daniel Cotting","",""
3820,"Daniel Cremers","",""
3821,"Daniel Dekkers","",""
3822,"Daniel Donatsch","",""
3823,"Daniel Dror","",""
3824,"Daniel Dunbar","",""
3825,"Daniel E. Atkins","",""
3826,"Daniel E. Fyock","",""
3827,"Daniel E. Gonsor","",""
3828,"Daniel E. Laney","",""
3829,"Daniel E. Whitney","",""
3830,"Daniel Engel","",""
3831,"Daniel Evanko","",""
3832,"Daniel F. Keefe","",""
3833,"Daniel Fasulo","",""
3834,"Daniel Fink","",""
3835,"Daniel Fleischer","",""
3836,"Daniel Fontijne","",""
3837,"Daniel G. Aliaga","",""
3838,"Daniel Gibson","",""
3839,"Daniel Glasner","",""
3840,"Daniel Glöckner","",""
3841,"Daniel Gopstein","",""
3842,"Daniel H. McCabe","",""
3843,"Daniel Haehn","",""
3844,"Daniel Halperin","",""
3845,"Daniel Heck","",""
3846,"Daniel Holden","",""
3847,"Daniel Horínek","",""
3848,"Daniel Hubball","",""
3849,"Daniel Ignatoff","",""
3850,"Daniel J. Beresford","",""
3851,"Daniel J. Butler","",""
3852,"Daniel J. Filip","",""
3853,"Daniel J. Sandin","",""
3854,"Daniel J. Valentino","",""
3855,"Daniel J. Wigdor","",""
3856,"Daniel Jönsson","",""
3857,"Daniel K. Bogen","",""
3858,"Daniel K. Osmari","",""
3859,"Daniel Kee","",""
3860,"Daniel Keim","",""
3861,"Daniel Keren","",""
3862,"Daniel Kim","",""
3863,"Daniel Klöck","",""
3864,"Daniel Knowlton","",""
3865,"Daniel Kopta","",""
3866,"Daniel Kristjansson","",""
3867,"Daniel Kurz","",""
3868,"Daniel Lacko","",""
3869,"Daniel Larner","",""
3870,"Daniel Leithinger","",""
3871,"Daniel Lepage","",""
3872,"Daniel M. Berry","",""
3873,"Daniel M. Gaines","",""
3874,"Daniel M. Gruen","",""
3875,"Daniel M. Russell","",""
3876,"Daniel Madrzykowski","",""
3877,"Daniel Massey","",""
3878,"Daniel Meister 0002","",""
3879,"Daniel Mewes","",""
3880,"Daniel Meziat","",""
3881,"Daniel Moreno","",""
3882,"Daniel Méneveaux","",""
3883,"Daniel N. Fox","",""
3884,"Daniel Nascimento","",""
3885,"Daniel Nixon","",""
3886,"Daniel Nüesch","",""
3887,"Daniel P. Siewiorek","",""
3888,"Daniel Patel","",""
3889,"Daniel Peterseim","",""
3890,"Daniel Piker","",""
3891,"Daniel Pineo","",""
3892,"Daniel Pletinckx","",""
3893,"Daniel Ponce","",""
3894,"Daniel Prager","",""
3895,"Daniel Q. Oliphant","",""
3896,"Daniel R. Baum","",""
3897,"Daniel R. Bekins","",""
3898,"Daniel R. Montello","",""
3899,"Daniel R. Olsen","",""
3900,"Daniel R. Tesone","",""
3901,"Daniel Rakita","",""
3902,"Daniel Raunhardt","",""
3903,"Daniel Reetz","",""
3904,"Daniel Reisfeld","",""
3905,"Daniel Reiter Horn","",""
3906,"Daniel Ritchie","",""
3907,"Daniel Roth","",""
3908,"Daniel Rubin","",""
3909,"Daniel S. Coming","",""
3910,"Daniel S. Jeon","",""
3911,"Daniel S. Lopes","",""
3912,"Daniel S. Margulies","",""
3913,"Daniel Saner","",""
3914,"Daniel Santos","",""
3915,"Daniel Scharstein","",""
3916,"Daniel Scherzer","",""
3917,"Daniel Schikore","",""
3918,"Daniel Schroeder","",""
3919,"Daniel Seebacher","",""
3920,"Daniel Shapiro","",""
3921,"Daniel Shawver","",""
3922,"Daniel Sheleheda","",""
3923,"Daniel Sieger","",""
3924,"Daniel Simões Lopes","",""
3925,"Daniel Smilkov","",""
3926,"Daniel Sonntag","",""
3927,"Daniel Stoffler","",""
3928,"Daniel Sýkora","",""
3929,"Daniel Tan","",""
3930,"Daniel Thalmann","",""
3931,"Daniel Tobias Reynolds","",""
3932,"Daniel Toloudis","",""
3933,"Daniel Valente de Macedo","",""
3934,"Daniel Vaquero","",""
3935,"Daniel Vlasic","",""
3936,"Daniel W. Archambault","",""
3937,"Daniel Wagner","",""
3938,"Daniel Wang","",""
3939,"Daniel Weber","",""
3940,"Daniel Weiskopf","",""
3941,"Daniel Wesslén","",""
3942,"Daniel Wigdor","",""
3943,"Daniel Williams","",""
3944,"Daniel Yim","",""
3945,"Daniel Zielasko","",""
3946,"Daniel Zuluaga-Holguín","",""
3947,"Daniel Åkesson","",""
3948,"Daniela Extrum-Fernandez","",""
3949,"Daniela Giorgetti","",""
3950,"Daniela Giorgi","",""
3951,"Daniela Mayumi Ushizima","",""
3952,"Daniela Mirra","",""
3953,"Daniela Oelke","",""
3954,"Daniele A. Di Pietro","",""
3955,"Daniele Bernabei","",""
3956,"Daniele Marini","",""
3957,"Daniele Panozzo","",""
3958,"Danielle Albers","",""
3959,"Danielle Albers Szafir","",""
3960,"Danielle Ezuz","",""
3961,"Danil Kirsanov","",""
3962,"Danilo Barbosa Coimbra","",""
3963,"Danilo Borges da Silva","",""
3964,"Danilo Medeiros Eler","",""
3965,"Danilo Motta","",""
3966,"Daniyar Turmukhambetov","",""
3967,"Danni Ai","",""
3968,"Danny Dorling","",""
3969,"Danny Holten","",""
3970,"Danny M. Kaufman","",""
3971,"Danny R. Jessome","",""
3972,"Dany Kharitonsky","",""
3973,"Danyel Fisher","",""
3974,"Dao Thi Phuong Quynh","",""
3975,"Dao-Ning Ying","",""
3976,"Daoning Ying","",""
3977,"Daoshan OuYang","",""
3978,"Daphne Koller","",""
3979,"Dar'ya Guarnera","",""
3980,"Darin E. Hughes","",""
3981,"Darius Burschka","",""
3982,"Dariusz Jaszkowski","",""
3983,"Darka Mioc","",""
3984,"Darko Pavic","",""
3985,"Darrel Palke","",""
3986,"Darrell Suggs","",""
3987,"Darren Cosker","",""
3988,"Darren Edge","",""
3989,"Darren Engwirda","",""
3990,"Darren Hartl","",""
3991,"Darren J. Edwards","",""
3992,"Darren Leigh","",""
3993,"Darren Wetzel","",""
3994,"Darryl Charles","",""
3995,"Daseong Han","",""
3996,"Dashun Wang","",""
3997,"Dat Tien Ngo","",""
3998,"Datapro R. Corporation","",""
3999,"Dave Cannon","",""
4000,"Dave Eberly","",""
4001,"Dave Hutchinson","",""
4002,"Dave J. Holliday","",""
4003,"Dave Lockwood","",""
4004,"Dave Pape","",""
4005,"Dave Rudolf","",""
4006,"Dave Shreiner","",""
4007,"Dave Sims","",""
4008,"Dave Snowdon","",""
4009,"Dave Wooldridge","",""
4010,"Davi P. Santos","",""
4011,"David (grue) DeBry","",""
4012,"David A. Cox","",""
4013,"David A. Duce","",""
4014,"David A. Field","",""
4015,"David A. Forsyth","",""
4016,"David A. Fredricks","",""
4017,"David A. Hirshberg","",""
4018,"David A. Hoeltzel","",""
4019,"David A. Lane","",""
4020,"David A. Romero","",""
4021,"David A. Shamma","",""
4022,"David A. T. Roberts","",""
4023,"David A. Talton","",""
4024,"David Adalsteinsson","",""
4025,"David Adler","",""
4026,"David Akers","",""
4027,"David Allport","",""
4028,"David Antonio Gómez Jáuregui","",""
4029,"David Arnold","",""
4030,"David Auber","",""
4031,"David Avis","",""
4032,"David B. Anderson","",""
4033,"David B. Arnold","",""
4034,"David B. Karelitz","",""
4035,"David B. Kirk","",""
4036,"David Bailey","",""
4037,"David Baraff","",""
4038,"David Bargeron","",""
4039,"David Barnett","",""
4040,"David Beale","",""
4041,"David Beasley","",""
4042,"David Benson","",""
4043,"David Berrios","",""
4044,"David Blythe","",""
4045,"David Bommes","",""
4046,"David Borland","",""
4047,"David Bourguignon","",""
4048,"David Brander","",""
4049,"David Bremner","",""
4050,"David Brunner","",""
4051,"David Burke","",""
4052,"David Burlinson","",""
4053,"David Burns","",""
4054,"David C. Anderson","",""
4055,"David C. Banks","",""
4056,"David C. Brogan","",""
4057,"David C. Gossard","",""
4058,"David C. Heath","",""
4059,"David C. Pérez López","",""
4060,"David C. Schedl","",""
4061,"David C. Thompson","",""
4062,"David C. Wang","",""
4063,"David C. Webb","",""
4064,"David Calabrese","",""
4065,"David Camp","",""
4066,"David Canino","",""
4067,"David Cazier","",""
4068,"David Chisnall","",""
4069,"David Chu","",""
4070,"David Clarkson","",""
4071,"David Claus","",""
4072,"David Cline","",""
4073,"David Coblentz","",""
4074,"David Coeurjolly","",""
4075,"David Cohen-Steiner","",""
4076,"David Corominas","",""
4077,"David Correa","",""
4078,"David D. McNeil","",""
4079,"David Dagan Feng","",""
4080,"David Dean","",""
4081,"David Demirdjian","",""
4082,"David Dobrikin","",""
4083,"David DuBois","",""
4084,"David Dunn","",""
4085,"David E. Acker","",""
4086,"David E. Breen","",""
4087,"David E. Hall","",""
4088,"David E. Jacobs","",""
4089,"David E. Johnson","",""
4090,"David E. Laney","",""
4091,"David E. Weisberg","",""
4092,"David Edwards","",""
4093,"David Eidelberg","",""
4094,"David Eller","",""
4095,"David Ellsworth","",""
4096,"David Engel","",""
4097,"David England","",""
4098,"David Eppstein","",""
4099,"David F. A. Lloyd","",""
4100,"David F. Brown","",""
4101,"David F. McAllister","",""
4102,"David F. Rogers","",""
4103,"David F. Tate","",""
4104,"David F. Wiley","",""
4105,"David Fairbairn","",""
4106,"David Feng","",""
4107,"David Finkelman","",""
4108,"David Foerster","",""
4109,"David Fradin","",""
4110,"David G. C. Hildebrand","",""
4111,"David G. Capco","",""
4112,"David G. Manley","",""
4113,"David G. Novick","",""
4114,"David Gallup","",""
4115,"David Gareth Evans","",""
4116,"David Gavilan Ruiz","",""
4117,"David Gayman","",""
4118,"David Geisler-Moroder","",""
4119,"David González 0002","",""
4120,"David Gotz","",""
4121,"David Graham Harrison","",""
4122,"David Greer","",""
4123,"David Groisser","",""
4124,"David Großmann","",""
4125,"David Gruber","",""
4126,"David Guibert","",""
4127,"David Guinnip","",""
4128,"David Gur","",""
4129,"David Günther","",""
4130,"David H. F. Pilar","",""
4131,"David H. Laidlaw","",""
4132,"David H. Lentz","",""
4133,"David H. Marimont","",""
4134,"David H. O'Connor","",""
4135,"David H. Porter","",""
4136,"David H. Rogers","",""
4137,"David H. S. Chung","",""
4138,"David H. Straayer","",""
4139,"David Haas","",""
4140,"David Hafner","",""
4141,"David Hahn","",""
4142,"David Harel","",""
4143,"David Harmon","",""
4144,"David Hart","",""
4145,"David He","",""
4146,"David Hoitsma","",""
4147,"David I. Perrett","",""
4148,"David I. W. Levin","",""
4149,"David Ivers","",""
4150,"David J. Andrews","",""
4151,"David J. Brady","",""
4152,"David J. Cowperthwaite","",""
4153,"David J. Duke","",""
4154,"David J. Fleet","",""
4155,"David J. Hill","",""
4156,"David J. Kasik","",""
4157,"David J. Kriegman","",""
4158,"David J. Muraki","",""
4159,"David J. Nuckley","",""
4160,"David J. Oberg","",""
4161,"David J. Plunkett","",""
4162,"David J. Roberts","",""
4163,"David J. Smith","",""
4164,"David J. Sturman","",""
4165,"David J. Zielinski","",""
4166,"David Joannic","",""
4167,"David Johnson","",""
4168,"David Jonker","",""
4169,"David Joseph Tan","",""
4170,"David K. Kahaner","",""
4171,"David K. McAllister","",""
4172,"David K. Wright","",""
4173,"David Kamins","",""
4174,"David Kim","",""
4175,"David Kirk","",""
4176,"David Knight","",""
4177,"David Knott","",""
4178,"David Koerner","",""
4179,"David Koller","",""
4180,"David Koop","",""
4181,"David Kouril","",""
4182,"David Kurlander","",""
4183,"David L. Banks","",""
4184,"David L. Cardon","",""
4185,"David L. Donoho","",""
4186,"David L. Kao","",""
4187,"David L. Marcum","",""
4188,"David L. McDowell","",""
4189,"David L. Nelson","",""
4190,"David L. Roberts","",""
4191,"David L. Spooner","",""
4192,"David L. Tate","",""
4193,"David Lavender","",""
4194,"David Layzell","",""
4195,"David Lazer","",""
4196,"David Leal","",""
4197,"David Letscher","",""
4198,"David Levin","",""
4199,"David Levine","",""
4200,"David Liebowitz","",""
4201,"David Lind","",""
4202,"David Lloyd","",""
4203,"David Luebke","",""
4204,"David Lutterkort","",""
4205,"David López","",""
4206,"David M. Chelberg","",""
4207,"David M. Dilts","",""
4208,"David M. Howard 0001","",""
4209,"David M. Kramer 0002","",""
4210,"David M. Krum","",""
4211,"David M. Lane","",""
4212,"David M. Laur","",""
4213,"David M. Mark","",""
4214,"David M. Mount","",""
4215,"David M. Weimer","",""
4216,"David M. Weinstein","",""
4217,"David Maletz","",""
4218,"David Marshall","",""
4219,"David Martineau","",""
4220,"David Mayerich","",""
4221,"David McGee","",""
4222,"David Meirion Hughes","",""
4223,"David Metcalf","",""
4224,"David Meyers","",""
4225,"David Milford","",""
4226,"David Miraut","",""
4227,"David Mould","",""
4228,"David Moxey","",""
4229,"David N. Kenwright","",""
4230,"David Naegle","",""
4231,"David Neubelt","",""
4232,"David Nicholas","",""
4233,"David Oyarzun","",""
4234,"David P. Bashor","",""
4235,"David P. Dobkin","",""
4236,"David P. Grote","",""
4237,"David P. Luebke","",""
4238,"David P. Tegarden","",""
4239,"David P. Webb","",""
4240,"David P. Wipf","",""
4241,"David Panzoli","",""
4242,"David Pickup","",""
4243,"David Pinedo","",""
4244,"David Podgorelec","",""
4245,"David Pokrass Jacobs","",""
4246,"David Pritchard","",""
4247,"David Pugmire","",""
4248,"David R. Cheriton","",""
4249,"David R. Clark","",""
4250,"David R. Ferguson","",""
4251,"David R. Forsey","",""
4252,"David R. Haumann","",""
4253,"David R. Hill","",""
4254,"David R. Holmes III","",""
4255,"David R. Karger","",""
4256,"David R. Millen","",""
4257,"David R. Myers","",""
4258,"David R. Nadeau","",""
4259,"David R. Pratt","",""
4260,"David R. Wallace","",""
4261,"David R. Warn","",""
4262,"David Rappaport","",""
4263,"David Rees","",""
4264,"David Roger","",""
4265,"David Rogers","",""
4266,"David Rojas","",""
4267,"David Roseman","",""
4268,"David Roth","",""
4269,"David Rowntree","",""
4270,"David Rozado Fernandez","",""
4271,"David Ryu","",""
4272,"David Ríos-Zapata","",""
4273,"David S. Ebert","",""
4274,"David S. Goodsell","",""
4275,"David S. H. Rosenthal","",""
4276,"David S. Immel","",""
4277,"David S. Johnson","",""
4278,"David S. Kittle","",""
4279,"David S. Paik","",""
4280,"David S. Thompson","",""
4281,"David Salesin","",""
4282,"David Salinas","",""
4283,"David Schlegel","",""
4284,"David Schroeder","",""
4285,"David Schroh","",""
4286,"David Sedlacek","",""
4287,"David Selassie","",""
4288,"David Sessler","",""
4289,"David Sevilla","",""
4290,"David Shean","",""
4291,"David Shehu","",""
4292,"David Shuey","",""
4293,"David Simons","",""
4294,"David Spretke","",""
4295,"David Stoops","",""
4296,"David Strip","",""
4297,"David Suter","",""
4298,"David Swapp","",""
4299,"David Sweeney","",""
4300,"David T. Chen","",""
4301,"David Trimm","",""
4302,"David Van Riper","",""
4303,"David Vanderhaeghe","",""
4304,"David Vanderschel","",""
4305,"David W. Bustard","",""
4306,"David W. Capson","",""
4307,"David W. Curkendall","",""
4308,"David W. Eggert","",""
4309,"David W. George","",""
4310,"David W. Jacobs","",""
4311,"David W. Kennedy","",""
4312,"David W. Murray","",""
4313,"David W. Paglieroni","",""
4314,"David W. Rosen","",""
4315,"David W. Sprague","",""
4316,"David W. Wong","",""
4317,"David Wallace","",""
4318,"David Wang 0001","",""
4319,"David West","",""
4320,"David Whitney","",""
4321,"David Wicinas","",""
4322,"David Wiley","",""
4323,"David Wilkie","",""
4324,"David Williams","",""
4325,"David Wolinski","",""
4326,"David Yoon","",""
4327,"David Zeltzer","",""
4328,"David Zhang 0001","",""
4329,"David-Paul Pertaub","",""
4330,"Davide Boscaini","",""
4331,"Davide Ceneda","",""
4332,"Davide Eynard","",""
4333,"Davide Gattamelata","",""
4334,"Davide Pellis","",""
4335,"Davide Pesare","",""
4336,"Davide Sobrero","",""
4337,"Davide Tonelli","",""
4338,"Davy Monticolo","",""
4339,"Dawei Zhang","",""
4340,"Dawid Pajak","",""
4341,"Dawit H. Endrias","",""
4342,"Day Chyi Ku","",""
4343,"Dayue Zheng","",""
4344,"Dazhong Wu","",""
4345,"Dean F. Jerding","",""
4346,"Dean M. Robinson","",""
4347,"Dean McRobie","",""
4348,"Dean Williams","",""
4349,"Deba Dutta","",""
4350,"Debanga Raj Neog","",""
4351,"Debanjan Mukherjee","",""
4352,"Debapratim Das Dawn","",""
4353,"Debapriya Chakraborty","",""
4354,"Debasish Dutta","",""
4355,"Debby Haines","",""
4356,"Debora Gil","",""
4357,"Deborah A. Frincke","",""
4358,"Deborah Hix","",""
4359,"Deborah J. Medeiros","",""
4360,"Deborah L. Harm","",""
4361,"Deborah N. Huntzinger","",""
4362,"Deborah Silver","",""
4363,"Deboshmita Ghosh","",""
4364,"Debra F. Laefer","",""
4365,"Declan C. Nolan","",""
4366,"Deepak Sharma","",""
4367,"Deepika Saini","",""
4368,"Deeptak Verma","",""
4369,"Dehai Zhu","",""
4370,"Dehua Zhang","",""
4371,"Dehui Kong","",""
4372,"Dehui Xiang","",""
4373,"Dein Shaw","",""
4374,"Dejan Markovic","",""
4375,"Dejun Zheng","",""
4376,"Delcie Durham","",""
4377,"Delei Tian","",""
4378,"Delphine Nain","",""
4379,"Demetri Terzopoulos","",""
4380,"Demetris Marnerides","",""
4381,"Den Denham","",""
4382,"Denggao Li","",""
4383,"Dengming Zhu","",""
4384,"Dengxin Dai","",""
4385,"Dengyin Zhang","",""
4386,"Denis Blackmore","",""
4387,"Denis Choulier","",""
4388,"Denis Gracanin","",""
4389,"Denis Juriev","",""
4390,"Denis Kalkofen","",""
4391,"Denis Kovacs","",""
4392,"Denis Kravtsov","",""
4393,"Denis Lalanne","",""
4394,"Denis Larkin","",""
4395,"Denis Laurendeau","",""
4396,"Denis Pitzalis","",""
4397,"Denis Steinemann","",""
4398,"Denis Sumin","",""
4399,"Denis Teissandier","",""
4400,"Denis V. Ivanov","",""
4401,"Denis Vanderstraeten","",""
4402,"Denis Vandorpe","",""
4403,"Denis Zastavni","",""
4404,"Denis Zorin","",""
4405,"Dennie Reniers","",""
4406,"Dennis Allerkamp","",""
4407,"Dennis Basgier","",""
4408,"Dennis Bautembach","",""
4409,"Dennis Bromley","",""
4410,"Dennis D. Spencer","",""
4411,"Dennis Davidson","",""
4412,"Dennis Evseev","",""
4413,"Dennis G. Brown","",""
4414,"Dennis Krupke","",""
4415,"Dennis P. Groth","",""
4416,"Dennis P. Hanson","",""
4417,"Dennis R. Bukenberger","",""
4418,"Dennis R. Livesay","",""
4419,"Dennis R. Shelden","",""
4420,"Dennis Reidsma","",""
4421,"Dennis Thom","",""
4422,"Dennis Tsichritzis","",""
4423,"Dennis Walch","",""
4424,"Dennis Wiebusch","",""
4425,"Denys Plakhotnik","",""
4426,"Deok Gun Park","",""
4427,"Deok-Kyeong Jang","",""
4428,"Deok-Soo Kim","",""
4429,"Depeng Liang","",""
4430,"Deqing Sun","",""
4431,"Der Min Tsay","",""
4432,"Der-Baau Perng","",""
4433,"Der-Lor Way","",""
4434,"Der-Tsai Lee","",""
4435,"Dereck S. Meek","",""
4436,"Dereck Toker","",""
4437,"Derek Bingham","",""
4438,"Derek Bradley","",""
4439,"Derek Covill","",""
4440,"Derek Gould","",""
4441,"Derek Hoiem","",""
4442,"Derek J. Paddon","",""
4443,"Derek Lieber","",""
4444,"Derek Nowrouzezahrai","",""
4445,"Derek P. M. Wills","",""
4446,"Derek R. Ney","",""
4447,"Derek Roskell","",""
4448,"Derek S. Meek","",""
4449,"Derek Sandiford","",""
4450,"Derek Stephens","",""
4451,"Derek Swingley","",""
4452,"Derek Wills","",""
4453,"Derek Xiaoyu Wang","",""
4454,"Derek Yip-Hoi","",""
4455,"Derrick G. Kourie","",""
4456,"Derrick Tate","",""
4457,"Desai Chen","",""
4458,"Desheng Wang","",""
4459,"Desmond J. Robinson","",""
4460,"Desmond J. Walton","",""
4461,"Desmond S. Rao","",""
4462,"Desney S. Tan","",""
4463,"Despina Michael","",""
4464,"Detang Lu","",""
4465,"Detlef Krömker","",""
4466,"Detlef Ruprecht","",""
4467,"Detlev Stalling","",""
4468,"Deuk-Geun Hong","",""
4469,"Deukhee Lee","",""
4470,"Deukhyun Cha","",""
4471,"Dev Niyogi","",""
4472,"Devan DiMatteo","",""
4473,"Devarajan Ramanujan","",""
4474,"Devendra Kalra","",""
4475,"Devendra Natekar","",""
4476,"Devorah DeLeon Petty","",""
4477,"Dewen Cheng","",""
4478,"Dewen Hu","",""
4479,"Dewey Odhner","",""
4480,"Deyi Xue","",""
4481,"Dezhan Qu","",""
4482,"Dhana Frerichs","",""
4483,"Dharmaraj Veeramani","",""
4484,"Dheeraj Kumar","",""
4485,"Dhruv Mahajan","",""
4486,"Dhruv Thukral","",""
4487,"Di Qi","",""
4488,"Di Sun","",""
4489,"Di Weng","",""
4490,"Di Wu","",""
4491,"Di Wu 0006","",""
4492,"Di Xu","",""
4493,"Di-Chen Li","",""
4494,"Di-Rong Chen","",""
4495,"Diaa F. ElKott","",""
4496,"Dian Fan","",""
4497,"Diana C. Roe","",""
4498,"Diana Fernondez-Prieto","",""
4499,"Diana Pekerman","",""
4500,"Diana Röttger","",""
4501,"Diane L. Souvaine","",""
4502,"Diane Piepol","",""
4503,"Diane Staheli","",""
4504,"Diane Tang","",""
4505,"Dianne Cook","",""
4506,"Dianne Hansford","",""
4507,"Diansheng Guo","",""
